name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Brothers (humn),6.36e-53,219.95,28,38,0,48.63,1.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm Metastasis (neop),8.17e-42,240.02,28,26,0,50.14,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PART_OF,Lobe (bpoc),2.76e-06,249.53,28,4,0,4.57,3.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,tumor growth (neop),1.79e-22,243.4,28,14,0,21.0,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),OCCURS_IN,cohort (popg),1.05e-32,249.54,28,20,0,34.29,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PRODUCES,Testosterone (strd),6.49e-08,249.53,28,5,0,5.89,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Metabolic syndrome (dsyn),1.56e-14,211.62,28,10,0,13.57,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,Gene Expression (genf),6.49e-08,249.53,28,5,0,5.89,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Physicians (humn),3.76e-32,241.17,28,20,0,34.29,1.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),ISA,Prostatic Neoplasms (neop),3.56e-19,242.45,28,12,0,17.14,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Advanced cancer (neop),2.76e-06,249.53,28,4,0,4.57,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),ISA,Urologic Diseases (dsyn),9.48e-23,249.54,28,14,0,21.0,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,spouse (humn),4.71e-06,231.11,28,4,0,4.57,1.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,Disease Progression (patf),3.97e-24,243.78,28,15,0,23.04,4.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (podg),6.36e-53,212.98,28,430,0,29.82,1.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Long-Term Survivors (podg),4.89e-29,208.61,28,20,0,34.29,1.0
Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Inbred C57BL (mamm)",2.68e-09,236.38,28,6,0,7.29,1.0
Calcitriol (horm),ISA,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,235.57,41,4,0,4.39,4.0
Vitamin supplementation (phsu),PREVENTS,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,277.61,10,10,0,20.0,21.0
VITAMIN D AND METABOLITES (bacs),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.84e-06,259.17,4,4,0,8.0,4.0
Biological Response Modifiers (phsu),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,228.26,5,4,0,7.2,4.0
Calcifediol (phsu),ISA,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.6e-16,226.26,9,35,0,11.31,5.0
Calcifediol (phsu),ISA,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.6e-16,217.28,9,28,0,11.89,4.0
Vitamin D (phsu),ASSOCIATED_WITH,Carcinogenesis (neop),PROCESS_OF,Animal Model (anim),1.54e-17,173.0,21,20,0,39.05,1.0
Vitamin D (phsu),ASSOCIATED_WITH,Carcinogenesis (neop),PART_OF,Prostate (bpoc),8.24e-40,233.48,19,1158,2,19.31,3.0
Vitamin D (phsu),ASSOCIATED_WITH,Carcinogenesis (neop),PROCESS_OF,Transgenic Model (emod),2.15e-17,214.98,21,12,0,18.86,1.0
Vitamin D (phsu),ASSOCIATED_WITH,Carcinogenesis (neop),COEXISTS_WITH,Malignant neoplasm of prostate (neop),7.05e-16,246.07,21,10,0,14.76,8.0
Assessment procedure (hlca),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,246.81,37,35,0,68.11,6.0
Assessment procedure (hlca),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,237.83,37,28,0,49.19,4.0
Plants (plnt),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.9e-26,249.46,14,35,0,19.6,2.0
Plants (plnt),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.9e-26,240.48,14,28,0,21.0,2.0
Calcitriol (horm),ISA,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,257.79,113,35,0,45.84,5.0
Calcitriol (horm),ISA,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,248.81,113,28,0,34.94,4.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.77e-09,157.72,5,30,0,5.83,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),2.77e-09,237.49,5,45,0,5.56,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,FLVCR1 (gngm),2.77e-09,235.17,5,14,0,6.79,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),2.77e-09,246.67,5,8,0,8.12,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),USES,Tissue Microarray (resd),1.59e-06,167.23,5,7,0,8.57,4.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),7.44e-08,169.04,5,8,0,8.12,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),2.77e-09,209.84,5,12,0,7.08,2.0
Cholecalciferol (phsu),TREATS,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),2.77e-09,240.54,5,14,0,6.79,4.0
Hypocalcemia result (fndg),PROCESS_OF,Control Groups (humn),LOCATION_OF,Prostate-Specific Antigen (aapp),1.65e-07,134.4,5,9,0,7.78,1.0
Calcifediol (phsu),TREATS,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),1.32e-07,277.59,4,10,0,5.6,4.0
arterial stiffness (phsf),ASSOCIATED_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.29e-11,246.13,6,35,0,7.03,8.0
arterial stiffness (phsf),ASSOCIATED_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),3.29e-11,237.15,6,28,0,7.29,4.0
Atherosclerosis (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),1.32e-07,277.59,4,10,0,5.6,9.0
Vitamin D3 Receptor (gngm),PART_OF,Endothelial Cells (cell),PART_OF,Aorta (bpoc),1.61e-09,159.09,6,7,0,11.14,3.0
basolateral membrane (celc),PART_OF,Intestines (bpoc),LOCATION_OF,Adverse effects (patf),2.58e-09,42.7,13,12,0,23.08,2.0
basolateral membrane (celc),PART_OF,Intestines (bpoc),LOCATION_OF,Toxic effect (inpo),1.43e-17,42.43,13,58,0,15.91,2.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.29e-11,235.75,6,15,0,8.4,8.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,159.25,6,41,0,6.88,3.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,159.04,6,1,0,1.17,3.0
"PTH protein, human|PTH (aapp)",STIMULATES,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),3.29e-11,247.27,6,23,0,7.57,12.0
tomography (diap),ISA,Medical Imaging (diap),DIAGNOSES,Malignant neoplasm of prostate (neop),3.9e-09,89.21,7,30,0,8.63,5.0
tomography (diap),ISA,Medical Imaging (diap),USES,Imaging Device (medd),7.67e-07,10.32,7,8,0,13.12,5.0
tomography (diap),ISA,Medical Imaging (diap),USES,Tissue Microarray (resd),6.99e-09,23.1,7,8,0,13.12,5.0
tomography (diap),ISA,Medical Imaging (diap),METHOD_OF,Biopsy (diap),3.9e-09,20.04,7,13,0,10.77,5.0
Intestinal Mucosa (tisu),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.65e-07,204.25,4,14,0,5.14,2.0
Intestinal Mucosa (tisu),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),3.65e-07,203.48,4,13,0,5.23,2.0
Intestinal Mucosa (tisu),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.67e-07,215.75,4,6,0,6.67,2.0
"Intestines, Small (bpoc)",LOCATION_OF,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),9.7e-18,147.11,11,15,0,19.07,2.0
"Intestines, Small (bpoc)",LOCATION_OF,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,70.61,11,41,0,13.95,2.0
"Intestines, Small (bpoc)",LOCATION_OF,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,70.4,11,1,0,1.09,2.0
"Intestines, Small (bpoc)",LOCATION_OF,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),9.7e-18,158.62,11,23,0,16.26,2.0
Hormones (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.59e-09,266.09,5,14,0,6.79,8.0
Hormones (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.59e-09,265.32,5,13,0,6.92,10.0
Hormones (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.09e-09,277.59,5,6,0,9.17,8.0
Osteoporosis (dsyn),ASSOCIATED_WITH,gene polymorphism (genf),AFFECTS,Malignant neoplasm of prostate (neop),8.74e-19,184.85,11,15,0,19.07,7.0
Hepatocyte (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.29e-11,239.59,6,14,0,8.57,2.0
Hepatocyte (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),3.29e-11,238.82,6,13,0,8.77,2.0
Hepatocyte (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.53e-09,251.09,6,6,0,12.0,2.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,alpha Tocopherol (phsu),3.04e-06,74.01,5,17,0,6.47,6.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),AFFECTS,Malignant neoplasm of prostate (neop),1.6e-07,148.08,5,5,0,10.0,7.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,Soy Proteins (phsu),1.02e-07,80.12,5,10,0,7.5,6.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),METHOD_OF,cancer prevention (topp),5.06e-07,122.51,5,5,0,10.0,16.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,lycopene (phsu),4.6e-08,81.43,5,22,0,6.14,6.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,Androgens (horm),4.6e-08,87.37,5,28,0,5.89,6.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,Testosterone (strd),4.6e-08,77.13,5,46,0,5.54,6.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),PREVENTS,Malignant neoplasm of prostate (neop),4.6e-08,146.69,5,9,0,7.78,22.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),TREATS,Malignant neoplasm of prostate (neop),4.6e-08,145.02,5,20,0,6.25,4.0
Bariatric Surgery (topp),PRECEDES,Supplementation (topp),USES,Iron (phsu),3.63e-07,71.4,5,3,0,4.8,6.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),3.27e-07,9.77,10,30,0,13.33,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),3.27e-07,89.54,10,45,0,12.22,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,FLVCR1 (gngm),3.27e-07,87.22,10,14,0,17.14,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),3.27e-07,98.73,10,8,0,14.4,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),1.92e-06,19.29,10,7,0,11.9,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),3.99e-07,21.09,10,8,0,14.4,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),3.27e-07,61.9,10,12,0,18.33,1.0
Pregnancy (orgf),PROCESS_OF,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),3.27e-07,92.59,10,14,0,17.14,1.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,SUBCUTANEOUS TUMOR (fndg),4.56e-09,75.59,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Benign Neoplasm (neop),1.48e-06,129.3,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Diffusion Magnetic Resonance Imaging (diap),1.42e-17,82.6,25,19,0,33.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Participant (humn),3.01e-07,64.08,25,5,0,6.0,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Ovarian Carcinoma (neop),4.71e-06,80.2,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Glandular proliferation (patf),1.77e-08,56.76,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,melanoma (neop),1.48e-06,129.3,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,cohort (popg),4.71e-06,80.2,25,4,0,4.64,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Anatomical location (blor),2.47e-12,80.2,25,8,0,10.56,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Morphologically altered structure (anab),1.46e-17,37.93,25,15,0,24.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Malignant neoplasm of prostate (neop),1.42e-17,91.56,25,60,0,35.42,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Burden (diap),1.07e-10,78.15,25,7,0,8.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Toxic effect (inpo),9.75e-07,48.39,25,5,0,6.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,ABNORMAL GROWTH (fndg),1.42e-17,68.64,25,29,0,46.55,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Hemorrhage (fndg),1.52e-16,38.04,25,13,0,19.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Chronic inflammation (patf),1.42e-17,46.0,25,24,0,47.04,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Aggressive behavior (mobd),3.15e-14,89.41,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic resonance imaging guided biopsy (diap),1.42e-17,68.64,25,29,0,46.55,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Testosterone (strd),1.42e-17,31.05,25,41,0,40.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Neoplasm Metastasis (neop),1.42e-17,82.51,25,33,0,43.94,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Palpation (diap),1.5e-17,58.58,25,13,0,19.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,SCID Mice (mamm),2.68e-09,85.46,25,6,0,7.44,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic Resonance Imaging (diap),1.42e-17,72.42,25,505,0,26.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,tomography (diap),1.42e-17,72.31,25,30,0,45.83,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,"Rats, Wistar (mamm)",4.84e-13,31.24,25,11,0,15.84,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Tumorigenesis (neop),1.42e-17,103.74,25,19,0,33.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Tuberculosis (dsyn),5.88e-08,17.58,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,"Tomography, Emission-Computed (diap)",4.71e-06,80.2,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Suppressor Genes (aapp),4.56e-09,75.59,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Digital Rectal Examination (diap),1.42e-17,66.97,25,42,0,39.88,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Driving While Intoxicated (mobd),4.2e-12,73.5,25,8,0,10.56,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Primary Carcinoma (neop),2.76e-06,98.61,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Atrophic (patf),1.42e-17,33.49,25,36,0,42.36,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,"Mice, Nude (mamm)",1.42e-17,84.25,25,54,0,36.57,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Bladder (bpoc),1.42e-17,65.13,25,14,0,21.84,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Prolactin|PRL (aapp),1.56e-14,60.7,25,10,0,14.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Cell Invasion (fndg),1.42e-17,74.51,25,31,0,45.16,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PRODUCES,Prostate-Specific Antigen (aapp),1.42e-17,77.69,25,17,0,28.56,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Positron-Emission Tomography (diap),1.46e-17,91.53,25,12,0,17.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Medical Imaging (diap),1.42e-17,63.8,25,169,0,28.7,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Vitamin D (phsu),5.57e-14,81.87,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Acute inflammation (fndg),1.07e-10,78.15,25,7,0,8.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Wild Type Mouse (mamm),6.49e-08,98.61,25,5,0,6.0,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Digital palpation (diap),1.42e-17,60.25,25,14,0,21.84,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Gerbils (mamm),4.94e-06,21.88,25,6,0,7.44,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Carcinoma (neop),5.57e-14,81.87,25,9,0,12.24,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,AR gene|AR (aapp),2.68e-09,85.46,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Serum specimen (bdsu),1.5e-09,98.61,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Stanolone (strd),1.42e-17,36.28,25,52,0,37.02,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Secondary malignant neoplasm of bone (neop),1.42e-17,83.27,25,25,0,50.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Carcinogenesis (neop),1.42e-17,121.64,25,20,0,36.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Functional assessment (diap),1.42e-17,80.2,25,20,0,36.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,"Phantoms, Imaging (medd)",1.42e-17,63.35,25,66,0,34.47,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Malacoplakia (patf),3.27e-16,24.95,25,15,0,24.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Lymphoma (neop),4.71e-06,80.2,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Nodule (acab),1.42e-17,74.06,25,22,0,41.36,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Prostate-Specific Antigen (aapp),1.42e-17,64.85,25,19,0,33.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Malignant disease (dsyn),1.42e-17,96.72,25,47,0,38.3,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Adenocarcinoma (neop),1.42e-17,109.57,25,123,0,30.08,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Needle biopsy procedure (diap),1.42e-17,61.62,25,682,0,25.92,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Transgenic Model (emod),4.2e-12,73.5,25,8,0,10.56,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Carcinogens (hops),1.42e-17,83.27,25,15,0,24.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Probes (medd),3.57e-17,59.15,25,12,0,17.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Transrectal Ultrasound (diap),1.42e-17,57.9,25,92,0,31.79,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Prostatic Intraepithelial Neoplasias (neop),1.46e-17,91.53,25,12,0,17.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Benign prostatic hypertrophy (neop),1.42e-17,56.76,25,18,0,30.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Cystadenoma (neop),4.71e-06,80.2,25,4,0,4.64,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Anatomical zone (blor),1.17e-08,61.78,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Primary Neoplasm (neop),1.42e-17,111.77,25,16,0,26.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Core needle biopsy (diap),1.42e-17,69.75,25,322,0,26.94,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,FLVCR1 (gngm),4.56e-09,75.59,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Biopsy (diap),1.42e-17,55.68,25,4533,0,25.14,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Bacteria (bact),1.23e-06,27.0,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,protrusion (anab),2.09e-10,29.55,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Fine needle aspiration biopsy (diap),1.42e-17,70.56,25,57,0,35.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Rodent (mamm),1.47e-17,37.23,25,15,0,24.0,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,"[M]Adenocarcinoma, metastatic, NOS (neop)",7.43e-09,67.92,25,6,0,7.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Stiffness (sosy),3.57e-17,59.15,25,12,0,17.76,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic Resonance Elastography (diap),3.01e-07,64.08,25,5,0,6.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Differential Diagnosis (diap),5.57e-14,81.87,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Cancer Model (emod),1.42e-17,86.49,25,420,0,26.49,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Small cell carcinoma of lung (neop),4.22e-15,124.92,25,9,0,12.24,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,Malignant neoplasm of prostate (neop),1.42e-17,84.98,25,23,0,44.16,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Abnormal shape (anab),6.82e-10,56.11,25,7,0,8.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Biopsy of rectum (diap),1.42e-17,34.16,25,18,0,30.96,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Estrogens (strd),1.42e-17,41.53,25,19,0,33.44,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),PART_OF,"Mice, Transgenic (mamm)",1.42e-17,69.55,25,52,0,37.02,3.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Ultrasonography (diap),1.42e-17,54.95,25,145,0,29.31,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic Resonance Spectroscopy (diap),1.42e-17,63.55,25,52,0,37.02,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Localized Malignant Neoplasm (neop),1.42e-17,141.49,25,240,0,27.6,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Androgen Receptor|AR (aapp),2.72e-07,23.5,25,7,0,8.96,2.0
